Address,Amount Staked,Voting Power,VP Mode,Is Vesting
0x0400dbe6bf2a46e2f42f84843c4b9cb42cb7beb4,0.0,0.0,voluntary,false
0x060d080fb3e524fc61f4b16144fc39fc37a2ae39,0.0,0.0,voluntary,false
0x06359486bc0f501032519e7fc0eaf1f92b79ae08,1.0,0.0,voluntary,false
0x09f77d14dd558a4d8fc08b2a7330defcf117107d,0.0,0.0,voluntary,false
0x0bcc7b085afbd0994776b78599c08415ffbc6071,0.0,0.0,voluntary,false
0x0cdf53551f75f2508303b94245b9b708f03a1d83,0.0,0.0,voluntary,false
0x0ceb46119d3d2b676b0a962fcccec476664c433d,0.0,0.0,voluntary,false
0x0edf68ad3a10c183aaf73f99c496d8460100e873,0.0,0.0,voluntary,false
0x0fc3444dc5a70bd41aaa61857d1169c43ba19893,0.0,0.0,voluntary,false
0x11f4a4be0a947851b0133290ddb6726a44dc70a4,1.0,9.7,voluntary,false
0x1204b108fe449740a7d391dcd1f0b3501b6f07e8,0.0,0.0,voluntary,false
0x123dccdaf785bd26190dbbabc86f25d69c2926b7,0.0,0.0,voluntary,false
0x12931fdb3981efd45d8fe32101e4c319c84938f9,0.0,0.0,voluntary,false
0x12e0f83edd8c2f13e534700fb0d48d06c1afbf30,0.0,0.0,voluntary,false
0x14a887bf6adce514753fc81de8a00187a1a7b47a,0.0,0.0,voluntary,false
0x154b8aa0e6c0f4df6c1a7a8c92a72d79ae5c7955,0.0,0.0,voluntary,false
0x15ffcb0d30ab7310cf5dba9ea61085f220970994,0.0,0.0,voluntary,false
0x16dc8b5342368f73860e880b5ee1f32f61f3e950,0.0,0.0,voluntary,false
0x17aa0157235528bfb9d270e78377d7f9d98e303b,0.0,0.0,voluntary,false
0x18f28be1fb20d5322b0d908b375de41b9d9dd8c9,0.0,0.0,voluntary,false
0x19c379fb39e46a4ca2b3e59a12b4c76fbb51e2b7,0.0,0.0,voluntary,false
0x1a2a2da5f89b93d465174c1ff5f747ef52a87696,0.0,0.0,voluntary,false
0x1bb92acabf4bd087fbc077c80239c915b2029bc3,0.0,0.0,voluntary,false
0x1cc46367d9055ce7d63f772368470e4e548b3b4b,0.14209358291776325,1.321470321135198225,voluntary,false
0x1cca95810a1cd6dd316b0ce85783ccc835a77402,0.0,0.0,voluntary,false
0x1cf7ae8b006d3116edef8a6d5419ab41109a2c3e,0.0,0.0,voluntary,false
0x1d73a531a6e9b02c97658ee8db56f75748e022d8,0.0,0.0,voluntary,false
0x1df31b667a197a1275a09c19c0362dc7467dd959,0.0,0.0,voluntary,false
0x1e7010ec7af357b2422bca420b3ae733f4049e25,0.0,0.0,voluntary,false
0x1e9cfcfb32c578ba8f1e36d1d4c7c101f73c01e2,0.0,0.0,voluntary,false
0x1eb3b49941c666d398c786745cd059eba5a4be9e,0.0,0.0,voluntary,false
0x1faa4096fd1238f914826979b6b1ff3c2661cfd2,0.0,0.0,voluntary,false
0x1fc2bfeecfb2a96e16a9cec285b17aa703c7d2a2,0.0,0.0,voluntary,false
0x20942a70efb66c9280afee609fb214651765124d,0.0,0.0,voluntary,false
0x20f6322bf83cb8b86439c260bc82562d8d567f97,0.0,0.0,voluntary,false
0x210781c0a8a192b9edf20d0a3e297c1789256779,0.0,0.0,voluntary,false
0x2153c971854436938031aa105f28558011f4518f,0.0,0.0,voluntary,false
0x225b292e2523103b546d83e3ae58c6e57527e2a8,0.0,0.0,voluntary,false
0x2340d8265a6108e58e4d90a84d3e6df3a3d61319,0.0,0.0,voluntary,false
0x26fb82cd87338268a77825f168e619d6502e2c99,0.0,0.0,voluntary,false
0x27afca928750df50e68185d576f678db351ff3a4,0.0,0.0,voluntary,false
0x283a49b59846dce46752b7ebb7ba5df7a8564960,0.0,0.0,voluntary,false
0x287a3bcb53c90f190aed3397d9aeca629766ec9a,0.0,0.0,voluntary,false
0x287f1ed9087e906b83101277fdcd05a917a6dfe8,0.0,0.0,voluntary,false
0x2b1e65441cbbcfb1b91d987e63642911991f2afa,0.0,0.0,voluntary,false
0x2b45400a61927e8ba22e379ea00498dc573329c6,0.0,0.0,voluntary,false
0x2c85892e5188d47019492ad0711cffaa6d777f01,0.0,0.0,voluntary,false
0x2cedb695d990f71ca6a394005e328a20068d3d94,2192.037381860915868181,2630.444858233099041817,voluntary,false
0x2db47b0ecc1812d6d2153b15a4ef7a78c7bb4bdd,0.0,0.0,voluntary,false
0x2df292af809fd693d94c7d17e36be352e15bb98a,0.0,0.0,voluntary,false
0x2f4f897bb43f7247df7bdf312ff92081d8883704,0.0,0.0,voluntary,false
0x30bc553aca18694f6e5b840ef597738b90731114,0.0,0.0,voluntary,false
0x30eba9565b347f6da2743d659ebd808e00541b99,0.0,0.0,voluntary,false
0x313992c253f2cbaa274dbdef88c735c9274a5b2f,0.0,0.0,voluntary,false
0x330a0bbddd2837008329b308d6bda3a8a4e3c9dc,314.28491146457517651,565.712840636235317718,voluntary,false
0x33abd4f9b8af819a543d550400647e1734120008,0.0,0.0,voluntary,false
0x33df3a4d6ad28e5dee60d57948765b47d0a09344,0.0,0.0,voluntary,false
0x348b6f28fe84425b8612fbb099c827fcfa17507c,0.0,0.0,voluntary,false
0x354da0bdb92595cc13ef2bb0fe055ace49f3ddb5,0.0,0.0,voluntary,false
0x357e1978d9a9f37eccc0284b728bd3e91da4d0a3,0.0,0.0,voluntary,false
0x36aeddbd87b092e01ea5327efbb619187f9a9c13,0.0,0.0,voluntary,false
0x380321d5ef1596a15b78ff63a7b268399968769c,3000.0,0.0,voluntary,false
0x380e9bcd38aa621201b7b14231ede711be8cad15,0.0,0.0,voluntary,false
0x38862f26fb16dcb7f58a91c23f1f9cc159bb0000,0.0,0.0,voluntary,false
0x3889931763a3852644caacbec22ad3e18a8577c3,0.0,0.0,voluntary,false
0x39a3817d6f4969bc47c10dab73bc189e8744339a,0.0,0.0,voluntary,false
0x3a78434cb13e9b6f0c0e51d5c7bc32973dd786ad,0.0,0.0,voluntary,false
0x3a9e0da873dbe52d7869e2fa76aeed965ffc01dc,0.0,0.0,voluntary,false
0x3ab3ad0c22ca1c643a84c35543c3f5e0890497d7,0.0,0.0,voluntary,false
0x3bf89bef6b2e657691c3688cefc381510623239b,0.0,0.0,voluntary,false
0x3d170616c9402a2ff5771d85f38bd8f87f97d297,0.0,0.0,voluntary,false
0x3d5d7f406ae4ae4ccf1745b6509bd79913ef49c1,0.0,0.0,voluntary,false
0x3f84e2b70d215241e7e5aa988b90d1412cd0f8c8,0.0,0.0,voluntary,false
0x3fa8d30e3963042c0bc05853bfeb3f524a6cbb4a,2157.523742256362281636,0.0,voluntary,false
0x3ff003142742d54e7c6a0c8da2861deae392dcce,20.0,20.0,voluntary,false
0x403420a506c9969ddc26e25494d752ef24f1a48d,0.0,0.0,voluntary,false
0x41a8078e5e5e6af0edce03977168e2b5af90ecf7,1.04976869464777,0.0,voluntary,false
0x4340941ed24a531e420f3a324a1ccd129c4667a5,0.0,0.0,voluntary,false
0x4434c4683e93bb73f34b026df385125e80069c1f,0.0,0.0,voluntary,false
0x4436d0999e0f407252d23a9ce9b7071031a0df77,0.0,0.0,voluntary,false
0x446025b9d2b075cd927660efaaeb81552a8ba884,0.0,0.0,voluntary,false
0x464cd65ce856a62d424f1f4ef5feb3c95ac94844,0.0,0.0,voluntary,false
0x47f82858184e5563998d60c2b5206195544780ff,0.0,0.0,voluntary,false
0x48731a48591b8a1869fa0f742334532a88b2ce92,0.0,0.0,voluntary,false
0x494ee9266560f1a17c2a2438d9d0c55406ff088f,0.0,0.0,voluntary,false
0x4b397cd9c3bf69211ed91d7c0d065fd68a42d263,0.0,0.0,voluntary,false
0x4bdb07206e2f88d0766e900768601d6886e85405,0.0,0.0,voluntary,false
0x4c2746eb79f4c9a13d9ca15a34293463c6e474a0,0.0,0.0,voluntary,false
0x4e964eb134cb28c4dafb689dd2973192a0b2986f,0.0,0.0,voluntary,false
0x4fda03dd0e4eaf958f48862e1e8019e02c064d9f,0.0,0.0,voluntary,false
0x50d0a6a2b4115e0177dd23c1fe2b2c75f1fa4005,0.0,0.0,voluntary,false
0x514ce71b11ad5c2fc40e282a7ddbc52a8f010074,0.0,0.0,voluntary,false
0x518192448edc7ab26a357b8f1412e96a3d354f1a,0.0,0.0,voluntary,false
0x52e8d4811b67867a6a495b2d6f2ab47a0bc8b524,0.0,0.0,voluntary,false
0x54f998ccc66070372b0ca9eb54dfee2c1c4be858,0.0,0.0,voluntary,false
0x5554cd1dc8f60ec7bf6b51ba3cc327d74208c881,0.0,0.0,voluntary,false
0x5772f52d552edc131ca14f14126c08e928b23155,0.0,0.0,voluntary,false
0x57c74ff640e2d7316c5fb46d7c393c6560bb447c,0.0,0.0,voluntary,false
0x5894a716231109e420600de169734bd2666df89c,555.21610260260078355,5496.639415765747757145,voluntary,false
0x58b753f0c417494226af608b63e80028255cbc64,0.0,0.0,voluntary,false
0x598e4690ddb8222480b5b9657579be6b46c61ffa,0.0,0.0,voluntary,false
0x59cd000ddd359cd4804e0d75afc8daecd1a59c69,0.0,0.0,voluntary,false
0x5a6fafa7c3e54fa659636719d694bf0432582365,0.0,0.0,voluntary,false
0x5af17d63bdf490c052a7997e6b493cdb3fda1f80,0.0,0.0,voluntary,false
0x5cce53d05e9143aee8723776fd27f669e6f1fb59,0.0,0.0,voluntary,false
0x5da68351bd082abda73e42ac981db51d9364fe69,0.0,0.0,voluntary,false
0x5f357da1cd6f4ea12d2da590eb75e8c47d3d0381,0.0,0.0,voluntary,false
0x5f702f65028630a3937d73ebf91697a7f451bedd,0.0,0.0,voluntary,false
0x5f7c5220c0bf8889838897f2902d25e6d3b0fcbd,0.0,0.0,voluntary,false
0x60090335df2550ee20b564965b817ad18e52a09e,1229.106253650702232524,10570.313781396039199706,voluntary,false
0x6118b3c6a876313bf8a757a2f77294695a0a4e6e,0.0,0.0,voluntary,false
0x6298b4449b0417e88cc3a63bf9322742c4a2ef33,1258.533135322914103842,9942.411769051021420351,voluntary,false
0x638f0f711c45a43e225c49b3ac1464d4f524a2b3,0.0,0.0,voluntary,false
0x643e8237b1c9a27711dbb39708b7bf1cd136b32e,0.0,0.0,voluntary,false
0x64d97c10d11dbcd70608eb6c1213b1849fd16d23,0.0,0.0,voluntary,false
0x658cb73cc7cba343f5546177741b48851601e303,0.0,0.0,voluntary,false
0x65b2689f54618359ecf7455d14fafbfcc180a47a,3039.468615374295072581,30090.739292205521218551,voluntary,false
0x65bab1a7550b1fe168cb434830fb959d607e03fc,0.0,0.0,voluntary,false
0x65cd9b11c9c374a83adbee8411df10b44e138935,0.0,0.0,voluntary,false
0x68911e58f65062066abc81559a6def797402f345,10000.96572545965277406,14001.352015643513883684,voluntary,false
0x68cbac8e2058239ac5108563e99c5d843f40cbe2,0.0,0.0,voluntary,false
0x68e365a51b5f871573bddf840d35300ff31e8381,0.0,0.0,voluntary,false
0x695773becca5391aaaeea1378647b8330efefe20,0.0,0.0,voluntary,false
0x6b671003646a334165be92e07df8ef63c274f527,0.0,0.0,voluntary,false
0x6c77c4e432012e1b11745d48660705c63486cb97,0.0,0.0,voluntary,false
0x6daed895545fceb1a23bbf7944a80fbfa3291a67,0.0,0.0,voluntary,false
0x72f4c63d3a948b86b9288f4d93b419a76ba88129,0.0,0.0,voluntary,false
0x7304e3bd9d1baa2abe2788beea038d55fe134d9b,0.0,0.0,voluntary,false
0x73258b80638cd79e168c638a997f90052051d7be,0.0,0.0,voluntary,false
0x73d2a51ba95f1e05fb271b3f4140617c2bd9c691,0.0,0.0,voluntary,false
0x740dce091631e17a17175f810ba2157a9ad64639,0.0,0.0,voluntary,false
0x741ab948fdeb452f9ab8fe908118a33a7715b208,0.0,0.0,voluntary,false
0x742a7b943546b61dfe7408bcd51a0a6d8f91fcd3,0.0,0.0,voluntary,false
0x74dd73d498fceed337a35961e07d29e2b6b24782,2.0,3.6,voluntary,false
0x769beebdbf202381fec33336efdf2b49b4001acb,0.0,0.0,voluntary,false
0x78e141b3c91bdd8f3e70aa0529764f6ca671a564,0.0,0.0,voluntary,false
0x79e443c3a85e01fc44277a1f82643414a2a7695c,0.0,0.0,voluntary,false
0x7ad9386e30e13d3d1268a9f6d9bb7f36f164b6e3,0.0,0.0,voluntary,false
0x7b01a4a1fe62dbb93534c3f1a7e7744485eac907,0.0,0.0,voluntary,false
0x7ccf61c948a85602eca999bebcf5b7d46be6ea82,0.0,0.0,voluntary,false
0x7e2dd5bf03209f130699a182c5ef03403631cc1f,0.0,0.0,voluntary,false
0x7e496d8fa4d9f6c620596225329660f07cbf676d,0.0,0.0,voluntary,false
0x7f154223d14a5be5129cd43658861ead9a212e9e,0.0,0.0,voluntary,false
0x7f97f1e1173741f971565779cbdeeda97d60d164,59.353008974896424004,534.177080774067816036,voluntary,false
0x807129267f8f0778c79778ef2eb842bae09b2728,0.0,0.0,voluntary,false
0x80b230907fef58bf99ad75be76eb437315f8d142,0.0,0.0,voluntary,false
0x815822aadf12ad789379791a1a056e5bd9a663a8,0.0,0.0,voluntary,false
0x81e7436ae65a5d3a35793ff1b5dc82e3b12c9a68,104.292075090675343369,1032.491543397685899353,voluntary,false
0x83f5bc068c1c5b7d59339179a52154c21c42f9db,0.0,0.0,voluntary,false
